,count,mean,std,min,25%,50%,75%,max
loc_max_dis_from_campus_hr_10,153971.0,1116524.0445918494,2147626.6296899947,3.04469577046,319.345702915,2331.76914134,1295315.34831,16190069.0688
loc_max_dis_from_campus_hr_11,153332.0,1106128.3763236327,2138016.3470655754,3.66259278077,313.85092739725,2115.9504529899996,1295310.168815,16190012.6552
loc_max_dis_from_campus_hr_12,152590.0,1105608.8323998319,2136735.2227557455,3.20122498498,302.06924743975003,2308.59534092,1295312.6994475,16191761.6077
loc_max_dis_from_campus_hr_13,151963.0,1107685.4533623918,2142114.539782731,3.20122498498,290.03903397399995,2956.55105249,1295312.81656,16200995.5498
loc_max_dis_from_campus_hr_14,151577.0,1103903.461082662,2137612.7381451107,3.16042887823,302.777171693,2474.179572,1294975.65261,16173829.7073
loc_max_dis_from_campus_hr_15,151238.0,1104703.8078007132,2137525.8293128726,2.94067093273,325.472936374,2470.065035355,1295312.089615,16200995.5498
loc_max_dis_from_campus_hr_16,151707.0,1109186.1219627464,2138360.533808675,3.20122498498,336.43687836000004,2311.27777564,1295315.557835,16200940.8998
loc_max_dis_from_campus_hr_17,153025.0,1122650.4897712965,2156957.6868774504,2.04076057447,337.057552836,2464.69548159,1310408.50291,16190013.2952
loc_max_dis_from_campus_hr_18,154345.0,1130729.887500033,2164171.95225449,7.45506364888,333.838037583,4595.89361122,1311354.25847,16191722.8251
loc_max_dis_from_campus_hr_19,155099.0,1141954.6256543873,2179664.501074919,9.65141843699,333.555620977,6126.91643991,1352116.498865,16191761.6077
loc_max_dis_from_campus_hr_2,157388.0,1148577.895656582,2181446.374206236,46.4990437343,358.5117454295,2148.5647105750004,1375488.18389,16190014.2516
loc_max_dis_from_campus_hr_20,156328.0,1143389.4719653914,2181042.2707212646,15.6434672653,342.938036185,5501.32444105,1375475.2191525,16191732.7128
loc_max_dis_from_campus_hr_21,157816.0,1148929.622076741,2194861.2826253376,5.50066115748,348.389710769,4469.413517375,1375484.98374,16191761.6077
loc_max_dis_from_campus_hr_22,158802.0,1149322.5328871855,2189359.3261075504,5.50066115748,349.10114079899995,2566.8093378949998,1375487.5584875,16190019.5041
loc_max_dis_from_campus_hr_23,158155.0,1154167.0281874253,2193181.681534949,5.50066115748,348.578725847,4082.97940705,1378867.43066,16190019.5041
loc_max_dis_from_campus_hr_3,156846.0,1146807.3374639072,2177663.528131769,47.1109683591,358.62586176775,2116.2658204850004,1375486.5069875,16190014.2516
loc_max_dis_from_campus_hr_4,156553.0,1142165.1991189872,2170811.075299171,47.1109683591,358.512717574,2108.39693637,1351736.96469,16190014.2516
loc_max_dis_from_campus_hr_5,156069.0,1141493.8147939602,2170132.1058708127,52.4389645993,358.695000743,2112.2183113,1351548.60467,16190013.3858
loc_max_dis_from_campus_hr_6,155877.0,1144012.8164649645,2179915.2726067808,52.4389645993,360.673082833,2109.89998597,1350677.38674,16190013.3858
loc_max_dis_from_campus_hr_7,155863.0,1145597.2679379708,2185100.305952877,26.3909017684,363.1134426315,2111.17619658,1350670.6513049998,16190013.3858
loc_max_dis_from_campus_hr_8,155508.0,1139420.7779453679,2175335.869095171,18.1903952787,361.173724384,2293.883981545,1310571.501365,16190012.6552
loc_max_dis_from_campus_hr_9,154685.0,1131499.9597867748,2166454.7239820003,4.54143803614,340.608220509,2331.76914134,1310411.14771,16190069.0688
loc_other_dorm_audio_amp,9027.0,7854.908966423685,12612.502263480013,0.0,418.5870119405,2332.50443975,10789.183876899999,225872.95539
loc_other_dorm_audio_voice,31852.0,0.05991766623306162,0.15424930394999137,0.0,0.0,0.0,0.00120058431238,1.0
loc_other_dorm_convo_duration,31852.0,2.9751546114798892,8.95612360985774,0.0,0.0,0.0,0.0,59.9292867705
loc_other_dorm_convo_num,31852.0,0.3228377588974283,0.8299801103102312,0.0,0.0,0.0,0.0,10.0
loc_other_dorm_dur,215213.0,0.5868948051220061,2.3023186567801543,0.0,0.0,0.0,0.0,24.0167566667
loc_other_dorm_still,31852.0,48.99473909771806,11.362737477572828,0.0,44.990295830499996,52.84,56.889421417175,60.0
loc_other_dorm_unlock_duration,31852.0,8.237676405053845,8.509999527279755,0.0,2.1317101528825,5.813521277335,11.609105006075,60.0
loc_other_dorm_unlock_num,31852.0,6.474105079572896,6.485439774141343,0.0,2.17226164135,4.741250642404999,8.61459315566,113.952519783
loc_self_dorm_audio_amp,19714.0,3919.1507695750665,9021.765694549533,0.0,261.8034310475,1229.3049809,4558.68236158,145300.666047
loc_self_dorm_audio_voice,65403.0,0.025415172080020348,0.07866249030010916,0.0,0.0,0.0,0.003004613799505,1.0
loc_self_dorm_convo_duration,65403.0,1.139209379224188,4.140437730957598,0.0,0.0,0.0,0.0,57.3522833598
loc_self_dorm_convo_num,65403.0,0.11286422278759752,0.330339633406032,0.0,0.0,0.0,0.0,6.0
loc_self_dorm_dur,215213.0,3.8839452992112884,6.5616568584063675,0.0,0.0,0.0,8.10861111111,24.1694444444
loc_self_dorm_still,65403.0,55.175749347350546,4.95100558387114,1.43209876543,53.88178771045,56.5355409516,58.1824230269,60.0
loc_self_dorm_unlock_duration,65403.0,8.199686416751607,6.461927754343662,0.0,3.860836231225,6.910137563,10.90226700995,60.0
loc_self_dorm_unlock_num,65403.0,3.436539221678514,3.17676179182604,0.0,1.56484319041,2.62458990783,4.34779980279,65.4464599945
loc_social_audio_amp,7354.0,12392.800936528936,16914.153260336065,0.0,676.12161053675,3508.298785225,20231.264357250002,144986.083799
loc_social_audio_voice,25350.0,0.08337851314471464,0.18755984229903952,0.0,0.0,0.0,0.014848367958875001,1.0
loc_social_convo_duration,25350.0,4.0065708037258405,10.456387368786793,0.0,0.0,0.0,0.0,59.9276707211
loc_social_convo_num,25350.0,0.42194672201793615,0.9475853760683187,0.0,0.0,0.0,0.0,12.0
loc_social_dur,215213.0,0.23156648654665749,0.8986552791323722,0.0,0.0,0.0,0.0,23.9334841667
loc_social_still,25350.0,44.25234853624026,12.290699777165322,0.0249895876718,37.556526539925,47.2030468936,53.41101020975,60.0
loc_social_unlock_duration,25350.0,9.101816418962471,9.024394506390614,0.0,2.695055671465,6.71802114202,12.621403052449999,60.0
loc_social_unlock_num,25350.0,7.603896789465037,6.417528789634304,0.0,3.42857142857,6.00200066689,10.0055586437,88.4422110553
loc_study_audio_amp,17688.0,5247.7266565990085,6920.8737896143375,0.0,440.72191806374997,2080.365983635,8586.3309823375,106908.18663
loc_study_audio_voice,59180.0,0.047860273281338725,0.11362283024215183,0.0,0.0,0.0,0.01858911152495,1.0
loc_study_convo_duration,59180.0,2.8382699447929265,8.020343464240037,0.0,0.0,0.0,0.10181732135625,59.8675601974
loc_study_convo_num,59180.0,0.30546781497459735,0.7416469805111419,0.0,0.0,0.0,0.05406055077675,7.41118103346
loc_study_dur,215213.0,1.44535891246243,3.2635826975521907,0.0,0.0,0.0,1.16694444444,24.0047222222
loc_study_still,59180.0,52.370861348072665,7.2705394099397855,0.0729927007299,50.573135497125,54.315915967349994,56.741328359825,60.0
loc_study_unlock_duration,59180.0,7.4388984949108305,6.940236504880488,0.0,2.6761013341875,5.82759829165,10.111127408425,60.0
loc_study_unlock_num,59180.0,5.337982097533083,4.6097696702370525,0.0,2.40080026676,4.28469412045,6.9443636595875,70.67181164
loc_visit_num_ep_0,174881.0,3.4610792481744728,2.274957315263051,0.0,1.0,3.0,5.0,16.0
loc_visit_num_ep_1,167166.0,1.3647811157771317,0.7047531552159911,0.0,1.0,1.0,2.0,10.0
loc_visit_num_ep_2,172475.0,2.7206203797651836,1.7475203353584483,0.0,1.0,2.0,4.0,12.0
loc_visit_num_ep_3,170379.0,1.9726844270714115,1.1841721299515604,0.0,1.0,2.0,3.0,11.0
loc_visit_num_hr_0,160189.0,1.027180393160579,0.2584219124541008,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_1,158995.0,1.0365923456712476,0.23652943239569105,0.0,1.0,1.0,1.0,6.0
loc_visit_num_hr_10,162116.0,1.0724172814527868,0.4310227311137147,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_11,162711.0,1.146554320236493,0.5271048319835817,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_12,163265.0,1.1752120785226472,0.5674335740399903,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_13,163219.0,1.1114821191160342,0.5213374761484524,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_14,163083.0,1.107509672988601,0.5180900665681878,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_15,162974.0,1.100420926037282,0.5203928610358222,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_16,163042.0,1.1057396253726033,0.5175453323469689,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_17,163549.0,1.1187534011213764,0.5183169429682429,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_18,163551.0,1.1625914852247923,0.5386235796848237,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_19,162660.0,1.1451309479896716,0.5001484094220753,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_2,157924.0,1.0182049593475342,0.1674231183925263,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_20,162169.0,1.1151514777793536,0.4476688099208312,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_21,162284.0,1.098339947252964,0.40676962244097514,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_22,162230.0,1.0828453430314986,0.3694448829506534,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_23,161683.0,1.0512979101080508,0.3216992411189662,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_3,157302.0,1.0082770721287715,0.12599779452565085,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_4,156992.0,1.0050448430493273,0.11001196831252813,0.0,1.0,1.0,1.0,4.0
loc_visit_num_hr_5,156740.0,1.00421717493939,0.12145777797039915,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_6,157130.0,1.012473747852097,0.1787684132145906,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_7,158376.0,1.0341592160428348,0.26999603775289394,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_8,159883.0,1.0955198488895004,0.4141214908366409,0.0,1.0,1.0,1.0,5.0
loc_visit_num_hr_9,161055.0,1.067566980224147,0.40205996664610916,0.0,1.0,1.0,1.0,6.0
loc_workout_dur,215213.0,0.15906624078109197,0.7686105551072394,0.0,0.0,0.0,0.0,24.0047222222
loc_worship_dur,215213.0,0.05958380004795955,0.831234267971905,0.0,0.0,0.0,0.0,23.9748027778
other_playing_duration_ep_0,190961.0,11133.393033132419,10566.328855926555,0.0,3600.0,8400.0,15007.0,86391.0
other_playing_duration_ep_1,190961.0,2691.664198448898,5550.50266712856,0.0,0.0,600.0,2401.0,32400.0
other_playing_duration_ep_2,190961.0,5118.991411858966,5111.627374629407,0.0,1200.0,3601.0,7635.0,32400.0
other_playing_duration_ep_3,190961.0,3322.737422824556,3743.675705595642,0.0,600.0,1937.0,4801.0,21600.0
other_playing_duration_hr_0,190961.0,476.73762705473894,956.1858764580846,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_1,190961.0,401.6405077476553,940.9916027023785,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_10,190961.0,523.3495006833856,929.3572977560414,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_11,190961.0,559.0371646566576,945.2141329333774,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_12,190961.0,570.0302208304313,948.2189507734846,0.0,0.0,0.0,667.0,3600.0
other_playing_duration_hr_13,190961.0,571.7785935348055,961.7459054126505,0.0,0.0,0.0,633.0,3600.0
other_playing_duration_hr_14,190961.0,580.7652347861605,964.9069044414582,0.0,0.0,0.0,690.0,3600.0
other_playing_duration_hr_15,190961.0,595.6928901712915,984.4780336126769,0.0,0.0,0.0,765.0,3600.0
other_playing_duration_hr_16,190961.0,617.4495891831316,995.1380469478025,0.0,0.0,0.0,897.0,3600.0
other_playing_duration_hr_17,190961.0,616.0102900592268,991.8004969275838,0.0,0.0,0.0,887.0,3600.0
other_playing_duration_hr_18,190961.0,552.2711286597787,937.2132559870854,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_19,190961.0,508.12044344133096,907.7751071783222,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_2,190961.0,315.38084739815986,888.612356423802,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_20,190961.0,533.9367252999303,938.64120565739,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_21,190961.0,578.1268007603646,979.5895232963128,0.0,0.0,0.0,616.0,3600.0
other_playing_duration_hr_22,190961.0,594.5436031440975,1004.3193048547038,0.0,0.0,0.0,685.0,3600.0
other_playing_duration_hr_23,190961.0,555.7387215190537,988.5984867172989,0.0,0.0,0.0,600.0,3600.0
other_playing_duration_hr_3,190961.0,237.06331659344053,798.3998371331385,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_4,190961.0,209.5494053759668,795.0607474562297,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_5,190961.0,190.38103591832888,758.978475557696,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_6,190961.0,201.77059713763543,748.2686784662247,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_7,190961.0,269.0620178989427,775.8535618984318,0.0,0.0,0.0,0.0,3600.0
other_playing_duration_hr_8,190961.0,390.0788433240295,846.6782433075005,0.0,0.0,0.0,299.0,3600.0
other_playing_duration_hr_9,190961.0,484.87792795387537,907.6115027600102,0.0,0.0,0.0,600.0,3600.0
other_playing_num_ep_0,190961.0,5.963374720492666,3.741611090779694,0.0,3.0,6.0,8.0,26.0
other_playing_num_ep_1,190961.0,1.0935164771864412,1.2325786037421873,0.0,0.0,1.0,2.0,15.0
other_playing_num_ep_2,190961.0,3.1435005053387863,2.3383636080581627,0.0,1.0,3.0,5.0,16.0
other_playing_num_ep_3,190961.0,2.0131911751614204,1.69065510401065,0.0,1.0,2.0,3.0,11.0
other_playing_num_hr_0,190961.0,0.338587460266756,0.5736998314029762,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_1,190961.0,0.2651483810830484,0.525201409789919,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_10,190961.0,0.4617487340346982,0.6632161756011012,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_11,190961.0,0.48727227025413566,0.6757333804466034,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_12,190961.0,0.5018511633265431,0.6814834926872521,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_13,190961.0,0.4987667638941983,0.6822068279643366,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_14,190961.0,0.5042338487963511,0.6824864398202977,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_15,190961.0,0.5025371672749933,0.68264829656859,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_16,190961.0,0.5202737731788166,0.6879619029020939,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_17,190961.0,0.5208602803713848,0.6852291038514671,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_18,190961.0,0.48442875770445276,0.665278167671511,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_19,190961.0,0.4503432638077932,0.6486563244322047,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_2,190961.0,0.1805970852687198,0.44308888067866564,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_20,190961.0,0.461476427123863,0.6556721804787459,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_21,190961.0,0.482805389582166,0.6648366008162793,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_22,190961.0,0.48037557407009807,0.6621013770353271,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_23,190961.0,0.4210440875361985,0.6236329508139751,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_3,190961.0,0.12715685401731244,0.38991513792349736,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_4,190961.0,0.08712773812453851,0.302035136318311,0.0,0.0,0.0,0.0,3.0
other_playing_num_hr_5,190961.0,0.08115793277161305,0.2949460336156941,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_6,190961.0,0.10732557956860302,0.3415243607962525,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_7,190961.0,0.1941653007682197,0.4595649375314828,0.0,0.0,0.0,0.0,4.0
other_playing_num_hr_8,190961.0,0.3249982980818073,0.5763272491900953,0.0,0.0,0.0,1.0,4.0
other_playing_num_hr_9,190961.0,0.4225103555176188,0.6432987235539012,0.0,0.0,0.0,1.0,4.0
quality_activity,216065.0,21.76414042070673,4.613891528678677,0.0,22.0,24.0,24.0,24.0
quality_audio,216065.0,5.5204406081503254,9.790532861991748,0.0,0.0,0.0,0.0,24.0
quality_light,25105.0,20.740370444134633,7.483404558890291,0.0,24.0,24.0,24.0,24.0
quality_loc,216065.0,17.879267812926667,9.659452063302966,0.0,15.0,24.0,24.0,24.0
sleep_duration,216065.0,7.467983592900285,2.761635393484382,0.0,6.0,7.5,8.75,23.75
sleep_end,216065.0,100.01308402564044,20.264963060351178,0.0,90.0,98.0,108.0,191.0
sleep_start,216065.0,40.269215282438154,19.76881929065008,0.0,28.0,38.0,50.0,188.0
sms_in_num_ep_0,25105.0,17.21517625970922,32.39982700182901,0.0,1.0,6.0,19.0,500.0
sms_in_num_ep_1,25105.0,2.1133638717386973,7.169900943663501,0.0,0.0,0.0,1.0,147.0
sms_in_num_ep_2,25105.0,8.383150766779526,16.771817921299156,0.0,0.0,3.0,9.0,386.0
sms_in_num_ep_3,25105.0,6.718661621190998,15.976442967222013,0.0,0.0,1.0,6.0,410.0
sms_out_num_ep_0,25105.0,14.010476000796654,28.259255017371963,0.0,0.0,4.0,15.0,509.0
sms_out_num_ep_1,25105.0,1.6353714399522008,6.062355864395159,0.0,0.0,0.0,0.0,141.0
sms_out_num_ep_2,25105.0,6.8460864369647485,15.033165584100534,0.0,0.0,1.0,7.0,410.0
sms_out_num_ep_3,25105.0,5.529018123879705,13.445940066284805,0.0,0.0,0.0,5.0,232.0
unlock_duration_ep_0,216065.0,11849.375911721008,6890.0886317282875,0.0,7258.109,10904.099,15358.477,81767.75
unlock_duration_ep_1,216065.0,1913.850998014486,2274.093297247991,0.0,446.506,1274.838,2604.746,32400.0
unlock_duration_ep_2,216065.0,5857.206920352672,3772.2682104092933,0.0,3230.037,5288.844,7837.626,32397.36
unlock_duration_ep_3,216065.0,4078.3179933538527,2907.0918989198894,0.0,1986.988,3573.08,5598.022,21600.0
unlock_duration_hr_0,216065.0,491.63679025756136,762.6080113567291,0.0,0.0,71.219,721.397,3600.0
unlock_duration_hr_1,216065.0,332.9617015666582,677.366633217319,0.0,0.0,0.0,337.903,3600.0
unlock_duration_hr_10,216065.0,603.5616717746975,728.2580372122026,0.0,9.147,335.984,928.378,3600.0
unlock_duration_hr_11,216065.0,650.9757037789553,726.9829917723685,0.0,52.378,412.918,989.651,3600.0
unlock_duration_hr_12,216065.0,681.4208531275311,723.2352675373874,0.0,105.284,464.263,1023.737,3600.0
unlock_duration_hr_13,216065.0,677.7690525304886,733.9611247671335,0.0,87.781,447.863,1023.28,3600.0
unlock_duration_hr_14,216065.0,675.2025803623909,732.1069131336097,0.0,90.588,445.245,1014.8,3600.0
unlock_duration_hr_15,216065.0,668.7179690741211,732.533050213904,0.0,71.758,435.093,1010.626,3600.0
unlock_duration_hr_16,216065.0,682.3306982343275,734.9679484096192,0.0,85.457,456.037,1030.866,3600.0
unlock_duration_hr_17,216065.0,691.808292254646,733.6329312031186,0.0,105.125,471.598,1045.612,3600.0
unlock_duration_hr_18,216065.0,667.0954423992781,714.1043240601331,0.0,105.482,446.312,998.754,3600.0
unlock_duration_hr_19,216065.0,653.3724964293153,718.2958088014033,0.0,84.954,420.725,977.431,3600.0
unlock_duration_hr_2,216065.0,193.6305624973966,549.3544119248463,0.0,0.0,0.0,0.05,3600.0
unlock_duration_hr_20,216065.0,688.7302393400132,747.6622538272778,0.0,90.605,448.794,1038.318,3600.0
unlock_duration_hr_21,216065.0,727.548182880152,779.9854226730969,0.0,101.863,479.054,1103.037,3600.0
unlock_duration_hr_22,216065.0,714.2767771365098,803.0787788878168,0.0,50.585,435.182,1090.546,3600.0
unlock_duration_hr_23,216065.0,627.2948551685836,801.4706764167408,0.0,0.0,296.382,963.292,3600.0
unlock_duration_hr_3,216065.0,98.88938188045266,410.1749281284448,0.0,0.0,0.0,0.0,3600.0
unlock_duration_hr_4,216065.0,60.395701821211205,329.73834260073994,0.0,0.0,0.0,0.0,3600.0
unlock_duration_hr_5,216065.0,51.89673264064055,294.38723346355,0.0,0.0,0.0,0.0,3600.0
unlock_duration_hr_6,216065.0,87.39190146483698,343.06677708568924,0.0,0.0,0.0,0.0,3600.0
unlock_duration_hr_7,216065.0,208.11371115636496,493.22131213777527,0.0,0.0,0.0,123.362,3600.0
unlock_duration_hr_8,216065.0,388.9345147293639,633.2620037181626,0.0,0.0,25.24,574.464,3600.0
unlock_duration_hr_9,216065.0,525.4200992155138,701.0757405309798,0.0,0.0,212.4,813.97,3600.0
unlock_num_ep_0,216065.0,90.36803276791706,57.693692423749326,0.0,53.0,79.0,115.0,754.0
unlock_num_ep_1,216065.0,11.266558674472959,12.477692962345806,0.0,3.0,8.0,15.0,255.0
unlock_num_ep_2,216065.0,47.01121884618055,31.76846151482657,0.0,26.0,41.0,61.0,488.0
unlock_num_ep_3,216065.0,32.406368453937475,24.365378732628628,0.0,16.0,27.0,43.0,425.0
unlock_num_hr_0,216065.0,3.0455927614375304,4.676474922305829,0.0,0.0,1.0,4.0,87.0
unlock_num_hr_1,216065.0,1.8628190590794438,3.78027003288721,0.0,0.0,0.0,2.0,107.0
unlock_num_hr_10,216065.0,4.599412213917108,5.017078229988156,0.0,1.0,3.0,7.0,120.0
unlock_num_hr_11,216065.0,5.317626640131442,5.287288552836135,0.0,1.0,4.0,8.0,154.0
unlock_num_hr_12,216065.0,5.909596649156504,5.595033209928697,0.0,2.0,5.0,8.0,253.0
unlock_num_hr_13,216065.0,5.787924929997917,5.5693760652596325,0.0,2.0,5.0,8.0,295.0
unlock_num_hr_14,216065.0,5.729775761923495,5.453760639037151,0.0,2.0,4.0,8.0,115.0
unlock_num_hr_15,216065.0,5.610353365885266,5.479568699420336,0.0,2.0,4.0,8.0,110.0
unlock_num_hr_16,216065.0,5.753680605373383,5.54260248038129,0.0,2.0,4.0,8.0,133.0
unlock_num_hr_17,216065.0,5.959188207252447,5.67350406458888,0.0,2.0,5.0,8.0,131.0
unlock_num_hr_18,216065.0,6.09655427764793,5.69026191526707,0.0,2.0,5.0,9.0,178.0
unlock_num_hr_19,216065.0,5.879059542267373,5.614154361567863,0.0,2.0,5.0,8.0,136.0
unlock_num_hr_2,216065.0,0.9807465346076413,2.6802450723271285,0.0,0.0,0.0,1.0,76.0
unlock_num_hr_20,216065.0,5.862018374100386,5.692459881045385,0.0,2.0,5.0,8.0,127.0
unlock_num_hr_21,216065.0,5.844801332932219,5.790735191201466,0.0,2.0,4.0,8.0,142.0
unlock_num_hr_22,216065.0,5.3461088098488885,5.764104640099085,0.0,1.0,4.0,7.0,148.0
unlock_num_hr_23,216065.0,4.337440122185454,5.4143441218615385,0.0,0.0,3.0,6.0,106.0
unlock_num_hr_3,216065.0,0.46693356165968575,1.7853493389438253,0.0,0.0,0.0,0.0,156.0
unlock_num_hr_4,216065.0,0.28111910767593085,1.3162304969987797,0.0,0.0,0.0,0.0,46.0
unlock_num_hr_5,216065.0,0.2943188392381922,1.358528544233874,0.0,0.0,0.0,0.0,78.0
unlock_num_hr_6,216065.0,0.5937611366949761,1.9410879554549032,0.0,0.0,0.0,0.0,118.0
unlock_num_hr_7,216065.0,1.4195126466572558,2.909860811967495,0.0,0.0,0.0,2.0,75.0
unlock_num_hr_8,216065.0,2.701737902945873,3.968702068399127,0.0,0.0,1.0,4.0,98.0
unlock_num_hr_9,216065.0,3.808997292481429,4.675408233792933,0.0,0.0,2.0,6.0,134.0
sleep_heathkit_dur,78864.0,6.796459614019072,3.840959845621989,0.0,5.267,7.217,8.25,77.8
